N_OVO;IDADE_AVES;P_OVO;AL_ALB;PH_ALB;P_ALB;%_ALB;P_GE;C_GE;%_GE;YH;YD;YI;HU;RK;F_Q;P_CA;E_CA;%_CA;OV;CL_PESO;L;B;I_FOR;CLA_I_FOR;VOL_OVO;S_OVO;OBS;TEMPO;DESTINACAO
1266;85;63.9;4.6;10.6;38.904;60.88;18.916;5;29.60;15.3;45.3;0.338;63.2;A ;2.69;6.080;0.38;9.51;1;Extra;60.46;43.89;72.59;Padrão;61.34;63.71;;7;Processamento
1267;85;66.5;5.3;10.3;40.478;60.87;19.637;5;29.53;16.1;44.7;0.360;68.7;A ;3.55;6.385;0.40;9.60;1;Extra;57.08;45.81;80.26;Redondo;62.68;64.06;;7;Processamento
1268;85;67.8;6.9;10.0;43.905;64.76;19.680;6;29.03;17.9;45.3;0.395;80.7;AA;2.32;4.215;0.29;6.22;1;Extra;60.68;45.91;75.66;Padrão;66.90;66.89;;7;Processamento
1269;85;74.9;5.4;10.2;49.791;66.48;20.079;5;26.81;16.4;42.3;0.388;66.3;A ;4.52;5.030;0.36;6.72;2;Jumbo;61.52;47.35;76.97;Redondo;71.79;69.67;;7;Processamento
1270;85;61.5;5.9;10.0;;;;5;;15.5;43.0;0.360;75.6;AA;3.53;6.358;0.40;10.34;2;Extra;59.81;49.07;82.04;Redondo;74.51;70.95;Sujo;7;Processamento
1271;85;69.5;6.5;9.5;42.900;61.73;21.132;5;30.41;17.3;44.0;0.393;77.3;AA;0.89;5.468;0.32;7.87;2;Jumbo;63.97;45.44;71.03;Pontiagudo;69.20;68.47;Trincado;7;Descarte
1272;85;58.4;6.8;9.3;36.659;62.77;16.941;5;29.01;15.9;45.3;0.351;82.9;AA;2.68;4.800;0.34;8.22;2;Extra;58.44;42.61;72.91;Padrão;56.13;60.42;;7;Processamento
1273;85;70.9;4.1;10.0;44.218;62.37;19.568;6;27.60;14.8;47.0;0.315;54.1;B ;4.66;7.114;0.40;10.03;3;Jumbo;61.69;45.55;73.84;Padrão;67.03;67.06;Sujo;7;Processamento
1274;85;60.2;6.4;10.0;37.840;62.86;16.985;5;28.21;15.9;46.7;0.340;79.6;AA;4.21;5.375;0.37;8.93;2;Extra;59.72;42.43;71.05;Pontiagudo;56.91;61.03;Sujo;7;Processamento
1275;85;63.3;6.1;9.7;40.010;63.21;16.701;6;26.38;16.5;42.3;0.390;76.4;AA;3.89;6.589;0.38;10.41;4;Extra;59.84;42.81;71.54;Pontiagudo;57.98;61.67;;7;Processamento
1276;85;74.9;5.8;9.9;48.721;65.05;20.123;5;26.87;17.9;42.3;0.423;69.9;A ;3.33;6.056;0.32;8.09;4;Jumbo;63.74;46.75;73.34;Padrão;72.66;70.34;Sujo;7;Processamento
1277;85;57.9;3.9;9.7;34.849;60.19;17.223;5;29.75;16.4;43.7;0.375;58.7;B ;2.71;5.828;0.39;10.07;4;Grande;57.98;42.77;73.77;Padrão;56.08;60.33;Sujo;7;Processamento
1278;85;70.3;6.4;9.9;45.014;64.03;18.870;5;26.84;17.1;42.0;0.407;76.3;AA;4.77;6.416;0.40;9.13;4;Jumbo;60.36;46.88;77.67;Redondo;69.16;68.10;;7;Processamento
1279;85;63.0;6.9;10.1;41.542;65.94;16.061;5;25.49;16.0;41.0;0.390;82.1;AA;4.68;5.397;0.39;8.57;1;Extra;57.99;44.86;77.36;Redondo;61.26;63.37;Sujo;7;Processamento
1280;85;66.5;4.3;10.1;41.377;62.22;18.637;6;28.03;15.3;45.3;0.338;58.7;B ;5.47;6.486;0.40;9.75;2;Extra;61.59;44.20;71.76;Pontiagudo;63.31;64.95;Sujo;7;Processamento
1281;85;63.0;4.9;10.1;39.211;62.24;17.689;6;28.08;14.6;47.0;0.311;66.5;A ;4.25;6.100;0.38;9.68;1;Extra;59.60;43.77;73.44;Padrão;60.16;62.93;;7;Processamento
1282;85;62.9;5.1;10.1;39.060;62.10;17.507;6;27.83;15.5;40.3;0.385;68.4;A ;4.80;6.333;0.40;10.07;1;Extra;58.57;44.12;75.33;Padrão;60.00;62.71;;7;Processamento
1283;85;71.0;6.1;10.0;46.747;65.84;18.099;5;25.49;16.5;43.3;0.381;73.8;AA;3.99;6.154;0.38;8.67;2;Jumbo;61.15;46.95;76.78;Redondo;70.25;68.79;;7;Processamento
1284;85;59.0;5.4;10.1;35.611;60.36;17.773;5;30.12;15.8;44.0;0.359;72.5;AA;3.51;5.616;0.36;9.52;1;Extra;57.70;43.03;74.58;Padrão;56.44;60.51;;7;Processamento
1285;85;65.1;4.9;10.4;39.479;60.64;19.538;5;30.01;16.1;45.7;0.352;65.6;A ;4.80;6.083;0.37;9.34;2;Extra;59.92;44.73;74.65;Padrão;62.96;64.58;;7;Processamento
1286;85;60.3;5.3;10.1;36.858;61.12;17.823;5;29.56;16.3;44.0;0.370;71.2;A ;4.98;5.619;0.38;9.32;2;Extra;56.94;44.15;77.54;Redondo;58.41;61.57;Sujo_mancha_sangue;7;Processamento
1287;85;60.7;6.1;10.4;38.494;63.42;15.751;5;25.95;14.8;40.3;0.367;77.3;AA;5.29;6.455;0.40;10.63;2;Extra;57.72;43.96;76.16;Redondo;58.74;61.86;;7;Processamento
1288;85;57.5;6.0;10.2;37.578;65.35;14.906;5;25.92;14.0;40.0;0.350;77.7;AA;3.01;5.016;0.33;8.72;1;Grande;55.96;43.36;77.48;Redondo;55.51;59.72;Mancha_sangue;7;Processamento
1289;85;60.1;5.1;10.2;35.252;58.66;19.398;5;32.28;16.0;46.7;0.343;69.6;A ;3.77;5.450;0.33;9.07;3;Extra;60.19;42.57;70.73;Pontiagudo;57.71;61.56;;7;Processamento
1290;85;58.8;5.4;9.9;34.303;58.34;19.072;5;32.44;16.8;44.7;0.376;72.6;AA;3.74;5.425;0.35;9.23;3;Extra;57.25;42.98;75.07;Padrão;55.88;60.11;Sujo;7;Processamento
1291;85;68.5;5.1;9.7;43.008;62.79;19.318;6;28.20;16.4;45.7;0.359;66.1;A ;2.93;6.174;0.38;9.01;2;Jumbo;62.01;45.03;72.62;Padrão;65.97;66.50;Sujo;7;Processamento
1292;85;66.2;5.1;9.7;39.095;59.06;20.620;4;31.15;16.8;46.3;0.363;67.0;A ;4.77;6.485;0.40;9.80;3;Extra;61.22;44.68;72.98;Padrão;64.20;65.42;;7;Processamento
1293;85;64.4;5.5;9.8;36.733;57.04;21.466;6;33.33;17.1;47.0;0.364;71.3;A ;3.87;6.201;0.37;9.63;1;Extra;58.50;45.34;77.50;Redondo;63.03;64.44;;7;Processamento
1294;85;55.3;4.5;10.3;33.448;60.48;16.676;5;30.16;14.6;40.3;0.362;66.2;A ;3.55;5.176;0.37;9.36;2;Grande;55.57;42.77;76.97;Redondo;53.75;58.60;;7;Processamento
1295;85;75.4;6.1;10.0;50.596;67.10;18.579;6;24.64;17.9;43.7;0.410;72.3;AA;2.67;6.225;0.35;8.26;4;Jumbo;61.38;47.91;78.05;Redondo;73.19;70.42;Sujo;7;Processamento
1296;85;58.3;5.0;10.2;35.625;61.11;16.950;5;29.07;16.1;44.3;0.363;69.4;A ;5.23;5.725;0.39;9.82;2;Extra;58.77;42.25;71.89;Pontiagudo;55.56;60.12;Sujo;7;Processamento
1297;85;64.4;6.1;9.8;48.415;75.18;11.121;5;17.27;16.4;40.0;0.410;76.1;AA;3.21;4.864;0.31;7.55;3;Extra;59.01;44.84;75.99;Padrão;62.29;64.09;Sujo;7;Processamento
1298;85;62.4;5.0;10.2;38.484;61.67;19.195;5;30.76;15.6;45.7;0.341;67.7;A ;2.27;4.721;0.29;7.57;2;Extra;62.07;43.34;69.82;Pontiagudo;61.52;63.97;;7;Processamento
1299;85;61.0;5.6;10.5;37.676;61.76;17.035;5;27.93;15.9;41.3;0.385;73.4;AA;5.40;6.289;0.46;10.31;2;Extra;58.62;43.01;73.37;Padrão;57.29;61.13;;7;Processamento
1300;85;66.5;6.1;10.1;41.233;62.00;19.642;5;29.54;17.0;45.0;0.378;75.3;AA;3.53;5.625;0.36;8.46;1;Extra;60.46;44.93;74.31;Padrão;64.06;65.26;;7;Processamento
1301;85;69.1;7.4;9.7;43.335;62.71;19.864;5;28.75;17.4;51.7;0.337;83.6;AA;2.81;5.901;0.33;8.54;3;Jumbo;61.39;45.70;74.44;Padrão;67.11;67.08;;7;Processamento
1302;85;57.2;5.6;10.4;;;;4;;11.3;45.0;0.251;74.8;AA;4.92;5.885;0.40;10.29;2;Grande;55.30;43.47;78.61;Redondo;55.12;59.38;;7;Processamento
1303;85;63.6;5.5;10.2;40.379;63.49;18.021;5;28.33;15.5;47.7;0.325;71.6;A ;3.39;5.200;0.32;8.18;2;Extra;60.28;44.54;73.89;Padrão;62.84;64.55;;7;Processamento
1304;85;57.1;5.1;9.8;32.580;57.06;18.973;6;33.23;16.5;45.3;0.364;70.8;A ;4.79;5.547;0.37;9.71;2;Grande;56.46;42.83;75.86;Padrão;54.75;59.33;;7;Processamento
1305;85;67.3;5.0;10.4;42.599;63.30;18.741;5;27.85;15.6;44.7;0.349;65.6;A ;4.69;5.960;0.38;8.86;2;Extra;57.53;45.83;79.66;Redondo;63.22;64.43;;7;Processamento
1306;85;57.3;5.1;10.4;33.969;59.28;18.311;5;31.96;15.5;45.3;0.342;70.7;A ;3.28;5.020;0.33;8.76;2;Grande;56.03;42.90;76.57;Redondo;54.50;59.12;;7;Processamento
1307;85;68.7;5.3;10.3;43.166;62.83;18.979;5;27.63;15.8;46.0;0.343;67.8;A ;5.53;6.555;0.38;9.54;2;Jumbo;60.12;45.67;75.96;Padrão;65.64;66.12;Sujo;7;Processamento
1308;85;64.6;5.1;10.2;40.038;61.98;18.508;5;28.65;16.3;44.7;0.365;67.7;A ;3.82;6.054;0.37;9.37;1;Extra;57.91;44.69;77.17;Redondo;60.75;63.06;;7;Processamento
1309;85;57.9;5.8;10.2;;;;5;;9.6;;;76.1;AA;4.20;5.650;0.35;9.76;2;Grande;57.31;43.34;75.62;Padrão;56.80;60.67;;7;Processamento
1310;85;62.8;4.4;10.1;39.994;63.68;17.140;5;27.29;14.3;41.7;0.343;61.6;A ;3.45;5.666;0.35;9.02;2;Extra;60.00;43.72;72.87;Padrão;60.44;63.13;;7;Processamento
1311;85;63.2;5.6;10.0;39.042;61.78;17.724;5;28.04;14.5;45.0;0.322;72.6;AA;5.25;6.434;0.40;10.18;2;Extra;59.26;44.38;74.89;Padrão;61.37;63.59;Sujo;7;Processamento
1312;85;61.2;5.1;10.2;39.032;63.78;16.913;5;27.64;15.1;40.0;0.378;69.1;A ;2.44;5.255;0.34;8.59;2;Extra;58.64;43.59;74.33;Padrão;58.75;61.99;Sujo;7;Processamento
1313;85;57.2;4.9;10.0;35.203;61.54;16.525;5;28.89;15.8;39.7;0.398;69.0;A ;4.06;5.472;0.35;9.57;1;Grande;56.14;43.04;76.67;Redondo;54.93;59.40;;7;Processamento
1314;85;60.3;5.6;10.2;37.192;61.68;17.875;6;29.64;16.0;44.3;0.361;73.7;AA;2.40;5.233;0.34;8.68;2;Extra;57.16;43.80;76.63;Redondo;57.77;61.23;;7;Processamento
1315;85;60.3;5.1;10.5;37.021;61.39;17.899;6;29.68;15.1;45.3;0.333;69.5;A ;4.61;5.380;0.36;8.92;1;Extra;58.91;43.25;73.42;Padrão;58.17;61.68;Sujo;7;Processamento
1316;85;57.5;6.1;10.3;;;;5;;16.1;44.0;0.366;78.4;AA;3.55;4.900;0.34;8.52;2;Grande;56.13;43.49;77.48;Redondo;55.99;60.03;;7;Processamento
1317;85;63.1;7.8;9.9;39.916;63.26;17.999;5;28.52;17.5;44.7;0.391;87.6;AA;3.53;5.185;0.33;8.22;2;Extra;58.24;44.53;76.46;Redondo;60.69;63.07;Sujo;7;Processamento
1318;85;60.1;6.8;10.0;38.589;64.21;17.030;6;28.34;15.8;39.7;0.398;82.4;AA;1.30;4.481;0.32;7.46;3;Extra;62.32;42.50;68.20;Pontiagudo;59.57;62.86;Sujo;7;Processamento
1319;85;64.6;5.9;10.1;39.767;61.56;18.762;6;29.04;16.1;46.7;0.345;74.4;AA;4.15;6.071;0.39;9.40;3;Extra;59.02;44.47;75.35;Padrão;61.35;63.55;;7;Processamento
1320;85;62.6;4.8;10.1;37.095;59.26;19.732;5;31.52;15.5;46.7;0.332;65.7;A ;3.66;5.773;0.36;9.22;2;Extra;59.41;43.84;73.79;Padrão;60.15;62.90;;7;Processamento
1321;85;66.5;6.6;9.9;39.387;59.23;21.342;5;32.09;17.8;46.7;0.381;79.0;AA;3.99;5.771;0.36;8.68;3;Extra;61.08;44.66;73.12;Padrão;64.00;65.29;;7;Processamento
1322;85;67.0;5.4;10.0;44.945;67.08;16.208;5;24.19;15.6;41.0;0.380;69.4;A ;2.71;5.847;0.36;8.73;3;Extra;64.39;44.74;69.48;Pontiagudo;67.69;67.66;;7;Processamento
1323;85;67.7;5.8;10.2;43.679;64.52;18.431;6;27.22;15.3;45.0;0.340;72.5;AA;3.77;5.590;0.36;8.26;2;Extra;58.41;46.32;79.30;Redondo;65.46;65.81;;7;Processamento
1324;85;60.5;4.8;9.9;36.951;61.08;17.444;5;28.83;15.8;41.0;0.385;66.7;A ;5.05;6.105;0.40;10.09;3;Extra;58.83;43.50;73.94;Padrão;58.71;61.99;;7;Processamento
1325;85;64.5;5.1;10.3;40.081;62.14;18.364;5;28.47;17.8;45.0;0.396;67.7;A ;2.35;6.055;0.39;9.39;1;Extra;57.43;45.34;78.95;Redondo;61.87;63.64;;7;Processamento
1326;85;57.0;5.8;10.0;35.146;61.66;15.622;5;27.41;16.1;39.3;0.410;76.4;AA;4.07;6.232;0.41;10.93;4;Grande;57.27;42.36;73.97;Padrão;54.41;59.24;Sujo;7;Processamento
1327;85;59.2;5.1;9.7;35.623;60.17;17.416;5;29.42;15.1;40.3;0.375;69.9;A ;5.23;6.161;0.42;10.41;2;Extra;56.20;43.51;77.42;Redondo;56.11;60.11;;7;Processamento
1328;85;61.5;6.6;10.1;39.765;64.66;19.462;5;31.65;17.1;44.7;0.383;80.6;AA;4.89;2.273;0.39;3.70;2;Extra;58.24;43.66;74.97;Padrão;58.52;61.80;Sujo;7;Processamento
1329;85;58.0;5.4;10.2;33.109;57.08;19.612;6;33.81;15.5;46.0;0.337;72.9;AA;3.75;5.279;0.35;9.10;1;Extra;57.22;42.74;74.69;Padrão;55.27;59.75;Sujo;7;Processamento
1330;85;58.3;6.3;10.2;37.317;64.01;16.231;4;27.84;16.5;39.3;0.420;79.6;AA;2.47;4.752;0.33;8.15;2;Extra;54.98;44.12;80.25;Redondo;56.32;60.05;;7;Processamento
1331;85;58.4;3.6;10.0;38.469;65.87;15.952;5;27.32;15.9;42.7;0.372;54.9;B ;1.09;3.979;0.32;6.81;2;Extra;59.14;43.44;73.45;Padrão;58.87;62.12;Sujo;7;Processamento
1332;85;60.6;5.6;10.0;38.298;63.20;16.163;5;26.67;14.6;40.3;0.362;73.5;AA;4.71;6.139;0.37;10.13;2;Extra;57.63;43.47;75.43;Padrão;57.44;61.09;;7;Processamento
1333;85;61.8;5.6;10.2;39.532;63.97;17.033;5;27.56;16.5;45.0;0.367;73.1;AA;4.24;5.235;0.34;8.47;2;Extra;57.01;43.98;77.14;Redondo;58.06;61.37;;7;Processamento
1334;85;66.2;5.6;10.2;41.080;62.05;19.209;5;29.02;16.1;45.3;0.355;71.4;A ;3.85;5.911;0.35;8.93;2;Extra;58.41;45.39;77.71;Redondo;63.06;64.45;;7;Processamento
1335;85;57.8;6.5;9.7;37.077;64.15;15.818;5;27.37;17.3;46.3;0.374;81.1;AA;3.31;4.905;0.33;8.49;3;Grande;56.67;43.22;76.27;Redondo;55.88;60.04;;7;Processamento
1336;85;64.6;6.5;10.2;39.307;60.85;20.051;6;31.04;16.8;46.0;0.365;78.9;AA;2.80;5.242;0.32;8.11;2;Extra;56.76;45.66;80.44;Redondo;61.95;63.60;Sujo;7;Processamento
1337;85;66.4;6.3;10.0;41.107;61.91;18.754;5;28.24;15.9;44.3;0.359;76.9;AA;4.92;6.539;0.41;9.85;3;Extra;56.28;46.65;82.89;Redondo;63.90;64.64;;7;Processamento
1338;85;70.2;6.8;10.1;44.824;63.85;19.075;6;27.17;16.9;44.0;0.384;79.3;AA;4.70;6.301;0.37;8.98;2;Jumbo;59.73;46.29;77.50;Redondo;66.86;66.76;;7;Processamento
1339;85;66.9;7.8;10.3;40.173;60.05;20.509;5;30.66;16.6;45.7;0.363;86.6;AA;3.64;6.218;0.38;9.29;1;Extra;58.43;45.97;78.68;Redondo;64.57;65.31;Sujo;7;Processamento
1340;85;66.0;5.9;10.4;39.767;60.25;20.077;5;30.42;16.9;45.7;0.370;74.0;AA;3.46;6.156;0.39;9.33;1;Extra;56.27;45.91;81.59;Redondo;62.04;63.57;Sujo;7;Processamento
1341;85;50.6;6.5;9.3;31.942;63.13;13.510;6;26.70;15.4;38.0;0.405;83.5;AA;4.57;5.148;0.38;10.17;1;Grande;54.12;41.19;76.11;Redondo;48.81;55.35;;7;Processamento
1342;85;61.4;6.1;10.1;37.373;60.87;18.273;6;29.76;15.8;46.0;0.343;77.1;AA;5.46;5.754;0.36;9.37;2;Extra;58.51;43.18;73.80;Padrão;57.60;61.30;;7;Processamento
1343;85;63.2;6.0;10.3;38.714;61.26;18.060;5;28.58;16.5;43.0;0.384;75.7;AA;5.75;6.426;0.42;10.17;3;Extra;59.17;44.05;74.45;Padrão;60.44;63.04;Sujo;7;Processamento
1344;85;66.8;4.4;10.3;41.142;61.59;19.188;5;28.72;16.3;43.7;0.373;59.7;B ;5.77;6.470;0.40;9.69;2;Extra;58.37;45.64;78.19;Redondo;63.66;64.79;Sujo;7;Processamento
1345;85;57.0;4.8;10.0;34.084;59.80;17.431;5;30.58;15.1;44.7;0.338;68.2;A ;4.35;5.485;0.36;9.62;1;Grande;57.06;42.33;74.19;Padrão;54.14;59.05;Sujo;7;Processamento
1346;85;56.4;3.5;10.6;31.609;56.04;18.949;5;33.60;14.3;46.3;0.309;54.9;B ;4.51;5.842;0.39;10.36;2;Grande;55.96;42.42;75.80;Padrão;53.30;58.39;;7;Processamento
1347;85;66.4;6.5;9.9;41.916;63.13;18.183;5;27.38;17.0;43.0;0.395;78.3;AA;3.80;6.301;0.39;9.49;2;Extra;59.53;45.47;76.38;Redondo;64.48;65.39;Sujo;7;Processamento
1348;85;66.8;5.3;10.6;38.688;57.92;21.405;6;32.04;16.5;47.3;0.349;68.6;A ;4.50;6.707;0.40;10.04;1;Extra;58.44;49.62;84.91;Redondo;74.30;70.67;;7;Processamento
1349;85;65.3;7.0;10.5;42.933;65.75;15.990;5;24.49;15.0;44.7;0.336;82.1;AA;4.01;6.377;0.39;9.77;2;Extra;56.11;45.98;81.95;Redondo;62.03;63.55;;7;Processamento
1350;85;65.3;4.6;10.3;41.009;62.80;18.591;6;28.47;14.5;40.7;0.356;62.5;A ;2.87;5.700;0.35;8.73;2;Extra;57.74;44.82;77.62;Redondo;60.90;63.12;Sujo;7;Processamento
1351;85;60.4;6.0;10.1;39.256;64.99;15.980;5;26.46;15.6;40.3;0.387;76.7;AA;3.08;5.164;0.41;8.55;2;Extra;57.92;43.88;75.76;Padrão;58.74;61.89;;7;Processamento
1352;85;64.2;5.3;10.2;38.613;60.14;20.092;5;31.30;16.9;46.7;0.362;69.6;A ;4.34;5.495;0.35;8.56;2;Extra;59.21;44.19;74.63;Padrão;60.84;63.27;Sujo;7;Processamento
1353;85;58.8;5.5;10.3;36.262;61.67;16.845;5;28.65;16.0;40.0;0.400;73.4;AA;3.60;5.693;0.37;9.68;1;Extra;56.33;43.65;77.49;Redondo;56.58;60.40;;7;Processamento
1354;85;64.8;6.5;10.2;41.665;64.30;17.581;6;27.13;15.4;43.7;0.352;78.8;AA;3.70;5.554;0.32;8.57;1;Extra;59.54;44.75;75.16;Padrão;62.61;64.34;sujo;7;Processamento
1355;85;63.0;6.0;9.9;40.698;64.60;16.971;5;26.94;16.6;43.3;0.383;75.8;AA;4.26;5.331;0.34;8.46;2;Extra;59.26;44.38;74.89;Padrão;61.37;63.59;;7;Processamento
1356;85;64.4;5.9;10.2;40.120;62.30;17.610;5;27.34;15.6;44.3;0.352;74.5;AA;4.77;6.670;0.42;10.36;2;Extra;58.70;44.96;76.59;Redondo;62.27;64.04;Sujo;7;Processamento
1357;85;60.3;5.5;9.9;36.606;60.71;18.530;5;30.73;16.1;40.3;0.400;72.9;AA;3.84;5.164;0.34;8.56;1;Extra;58.25;43.43;74.56;Padrão;57.96;61.48;Sujo;7;Processamento
1358;85;51.4;6.5;10.3;;;;5;;12.8;;;83.2;AA;4.06;5.580;0.42;10.86;3;Grande;52.95;42.28;79.85;Redondo;50.13;55.98;;7;Processamento
1359;85;68.9;5.8;;44.569;64.69;18.130;5;26.31;15.9;45.0;0.353;72.1;AA;2.93;6.201;0.36;9.00;1;Jumbo;60.46;45.86;75.85;Padrão;66.52;66.65;;7;Processamento
1360;85;60.5;6.8;9.9;36.966;61.10;17.759;5;29.35;16.4;44.3;0.370;82.2;AA;4.79;5.775;0.39;9.55;2;Extra;57.95;43.29;74.70;Padrão;57.32;61.06;Sujo;7;Processamento
1361;85;62.2;5.9;10.3;37.405;60.14;18.267;5;29.37;18.0;43.0;0.419;75.3;AA;3.75;6.528;0.42;10.50;2;Extra;57.87;44.09;76.19;Redondo;59.21;62.16;Sujo;7;Processamento
1362;85;72.5;4.5;10.3;44.447;61.31;21.193;5;29.23;15.5;46.3;0.335;58.0;B ;3.93;6.860;0.40;9.46;1;Jumbo;62.71;46.28;73.80;Padrão;70.17;68.90;Sujo;7;Processamento
1363;85;60.7;5.5;10.3;36.990;60.94;17.690;6;29.14;14.8;41.0;0.361;72.7;AA;4.32;6.020;0.38;9.92;2;Extra;59.08;43.14;73.02;Padrão;58.06;61.64;Sujo;7;Processamento
1364;85;56.4;5.5;10.3;35.496;62.94;16.088;5;28.52;15.5;39.7;0.390;74.4;AA;4.25;4.816;0.35;8.54;1;Grande;56.40;43.00;76.24;Redondo;55.09;59.53;Sujo;7;Processamento
1365;85;70.1;5.4;10.2;46.442;66.25;17.853;5;25.47;16.1;43.0;0.374;68.2;A ;3.35;5.805;0.36;8.28;2;Jumbo;62.15;45.53;73.26;Padrão;67.48;67.36;Sujo;7;Processamento
1366;85;76.5;6.1;10.3;49.396;64.57;19.710;6;25.76;17.6;45.3;0.389;71.9;A ;5.16;7.394;0.39;9.67;1;Jumbo;61.42;47.68;77.63;Redondo;72.59;70.10;;7;Processamento
1367;85;60.7;7.4;9.7;37.101;61.12;18.701;5;30.81;17.3;44.7;0.387;85.9;AA;2.20;4.898;0.34;8.07;3;Extra;60.48;43.64;72.16;Padrão;60.72;63.35;Sujo;7;Processamento
1368;85;62.7;5.3;10.2;37.179;59.30;19.474;5;31.06;15.5;47.0;0.330;70.2;A ;4.32;6.047;0.38;9.64;1;Extra;56.91;44.71;78.56;Redondo;59.75;62.35;;7;Processamento
1369;85;64.4;6.0;9.8;39.802;61.80;18.637;5;28.94;16.1;46.3;0.348;75.3;AA;2.48;5.961;0.37;9.26;2;Extra;58.22;44.97;77.24;Redondo;61.78;63.70;;7;Processamento
1370;85;58.9;4.8;10.2;35.973;61.07;17.202;6;29.21;15.5;40.7;0.381;67.4;A ;4.19;5.725;0.38;9.72;1;Extra;56.79;43.41;76.44;Redondo;56.46;60.40;;7;Processamento
1371;85;60.5;6.3;9.9;;;;6;;15.6;43.3;0.360;78.8;AA;2.57;4.725;0.29;7.81;1;Extra;55.99;44.58;79.62;Redondo;58.47;61.47;;7;Processamento
1372;85;55.7;5.0;10.2;33.380;59.93;18.138;5;32.56;15.0;41.3;0.363;70.6;A ;2.67;4.182;0.28;7.51;1;Grande;59.11;41.82;70.75;Pontiagudo;54.83;59.72;;7;Processamento
1373;85;60.2;4.8;9.9;37.177;61.76;17.196;5;28.56;15.9;42.0;0.379;66.8;A ;4.45;5.827;0.39;9.68;2;Extra;57.37;44.07;76.82;Redondo;58.65;61.77;;7;Processamento
1374;85;63.5;7.0;9.5;41.232;64.93;16.315;6;25.69;17.1;40.3;0.424;82.6;AA;3.76;5.953;0.33;9.37;2;Extra;59.60;44.35;74.41;Padrão;61.65;63.79;;7;Processamento
1375;85;63.6;5.0;10.2;40.962;64.41;16.629;5;26.15;15.3;44.0;0.348;67.2;A ;4.47;6.009;0.37;9.45;1;Extra;57.09;45.16;79.10;Redondo;61.06;63.13;;7;Processamento
1376;85;61.5;5.3;10.0;37.467;60.92;18.408;5;29.93;16.1;35.7;0.451;70.7;A ;4.66;5.625;0.36;9.15;2;Extra;58.08;43.86;75.52;Padrão;58.85;61.98;;7;Processamento
1377;85;67.7;5.9;10.4;42.212;62.35;19.770;6;29.20;16.5;33.3;0.495;73.3;AA;2.44;5.718;0.40;8.45;4;Extra;58.71;48.23;82.15;Redondo;70.86;68.84;;7;Processamento
1378;85;60.7;5.6;10.5;37.636;62.00;17.362;5;28.60;16.1;44.3;0.363;73.5;AA;4.98;5.702;0.36;9.39;1;Extra;57.32;43.97;76.71;Redondo;58.35;61.59;;7;Processamento
1379;85;61.0;5.4;10.4;38.270;62.74;16.778;5;27.50;15.3;39.3;0.389;71.8;A ;4.62;5.952;0.39;9.76;1;Extra;57.10;44.15;77.32;Redondo;58.57;61.68;Sujo;7;Processamento
1380;85;68.9;5.8;10.1;45.894;66.61;17.339;6;25.17;15.4;41.0;0.376;72.1;AA;3.56;5.667;0.34;8.22;4;Jumbo;61.25;45.49;74.27;Padrão;66.39;66.66;;7;Processamento
1381;85;58.1;7.6;8.4;34.814;59.92;18.859;6;32.46;17.1;45.3;0.377;87.8;AA;2.53;4.427;0.27;7.62;1;Extra;59.08;43.59;73.78;Padrão;59.19;62.30;Sujo_mancha_sangue;7;Processamento
1382;85;62.5;6.3;9.9;38.284;61.25;18.159;5;29.05;15.8;46.7;0.338;78.2;AA;4.64;6.057;0.39;9.69;2;Extra;59.46;43.40;72.99;Padrão;59.09;62.28;Sujo;7;Processamento
1383;85;66.7;5.4;9.7;44.970;67.42;16.613;5;24.91;16.0;43.7;0.366;69.5;A ;2.65;5.117;0.33;7.67;2;Extra;58.91;45.72;77.61;Redondo;64.45;65.31;;7;Processamento
1384;85;64.7;5.3;10.4;37.511;57.98;21.132;6;32.66;15.9;46.0;0.346;69.4;A ;3.42;6.057;0.38;9.36;2;Extra;58.03;45.40;78.24;Redondo;62.67;64.18;;7;Processamento
1385;85;67.1;4.5;10.3;41.316;61.57;20.674;5;30.81;15.9;46.7;0.340;60.6;A ;3.32;5.110;0.32;7.62;2;Extra;62.86;44.68;71.08;Pontiagudo;65.92;66.55;;7;Processamento
1386;85;63.2;5.4;10.3;38.620;61.11;18.871;5;29.86;15.1;47.7;0.317;70.9;A ;3.91;5.709;0.37;9.03;1;Extra;60.70;43.10;71.00;Pontiagudo;59.55;62.69;;7;Processamento
1387;85;70.6;6.6;10.0;44.464;62.98;20.376;4;28.86;16.9;44.7;0.378;77.7;AA;1.05;5.760;0.34;8.16;1;Jumbo;59.92;46.79;78.09;Redondo;68.41;67.64;;7;Processamento
1388;85;72.7;6.4;9.9;48.859;67.21;18.801;5;25.86;16.6;46.0;0.361;75.6;AA;3.02;5.040;0.35;6.93;2;Jumbo;58.96;47.68;80.87;Redondo;69.68;68.23;;7;Processamento
1389;85;68.8;6.9;9.8;45.761;66.51;17.175;5;24.96;17.4;40.3;0.432;80.4;AA;4.29;5.864;0.35;8.52;2;Jumbo;59.41;46.07;77.55;Redondo;65.92;66.19;;7;Processamento
1390;85;70.2;7.6;10.1;45.177;64.35;19.095;5;27.20;16.9;45.3;0.373;84.5;AA;3.03;5.928;0.36;8.44;1;Jumbo;61.79;45.42;73.51;Padrão;66.79;66.94;Sujo;7;Processamento
